freq/Hz	Re(Z)/Ohm	Im(Z)/Ohm	
1.4662634E+006	1.5762801E+002	6.6622292E+001
7.0000185E+006	5.0429176E+001	-2.3852663E+001
4.7356185E+006	-4.8050491E+001	-4.7585087E+001
3.2037188E+006	-5.4528000E+001	3.1108883E+001
2.1673750E+006	-1.8178072E+001	4.8070621E+001
1.4662634E+006	-6.8361864E+000	3.6989346E+001
7.0000185E+006	2.1259447E+001	-1.3805737E+001
4.7356185E+006	2.9022873E+002	-2.0952470E+002
3.2037188E+006	2.9972327E+002	8.5725745E+002
2.1673750E+006	3.2916412E+002	4.7156665E+002
7.0000185E+006	-4.8049000E+001	1.1277712E+002
4.7356185E+006	3.7851059E+001	-3.3718234E+002
3.2037188E+006	4.1069920E+001	4.1141031E+002
2.1673750E+006	1.8598151E+002	2.8976984E+002
1.4662634E+006	2.0177655E+002	9.4574562E+001
7.0000185E+006	3.3048634E+001	-2.5086952E+001
4.7356185E+006	-5.7116096E+001	-3.7085876E+001
3.2037188E+006	-5.2622681E+001	2.8588419E+001
2.1673750E+006	-2.1842329E+001	4.3194790E+001
1.4662634E+006	-9.4167271E+000	3.3428436E+001
7.0000185E+006	7.6691017E+001	-1.2029795E+001
4.7356185E+006	-1.2177171E+002	-3.8694798E+001
3.2037188E+006	2.5743393E+002	4.3056442E+002
2.1673750E+006	2.2991135E+002	2.7506094E+002
1.4662634E+006	2.5783496E+002	1.0940767E+002
9.9195556E+005	-5.8444382E+001	-9.3866592E+001
7.0000185E+006	1.3297887E+002	1.5480759E+002
4.7356185E+006	4.4700427E+002	-4.2659750E+002
3.2037188E+006	1.7760855E+002	1.0823427E+003
2.1673750E+006	4.0618188E+002	5.4691486E+002
1.4662634E+006	3.7142792E+002	1.2632790E+002
7.0000185E+006	2.7737751E+001	-3.3328648E+001
4.7356185E+006	-5.1180637E+001	-4.4908001E+001
3.2037188E+006	-5.2243717E+001	2.7201380E+001
2.1673750E+006	-2.2014133E+001	3.9202671E+001
1.4662634E+006	-1.0062354E+001	3.2417194E+001
7.0000185E+006	-6.1870823E+001	-7.5844780E+001
4.7356185E+006	2.4979024E+002	5.7231857E+001
3.2037188E+006	1.6953099E+002	5.5229529E+002
2.1673750E+006	3.0582108E+002	6.4827545E+002
1.4662634E+006	4.6914099E+002	3.4540784E+002
7.0000185E+006	-8.6953897E+000	-8.1034256E+001
4.7356185E+006	-1.3076767E+002	3.5762769E+002
3.2037188E+006	-4.9628433E+002	7.9677887E+002
2.1673750E+006	3.1239081E+002	9.0140204E+002
1.4662634E+006	3.5362076E+002	1.6498579E+002
7.0000185E+006	1.8027597E+001	-1.4326793E+001
4.7356185E+006	2.0852351E+002	1.4013550E+002
3.2037188E+006	1.2749743E+002	5.5327570E+002
2.1673750E+006	2.1332495E+002	3.0788376E+002
1.4662634E+006	1.4185493E+002	5.1102520E+001
7.0000185E+006	-1.3801796E+002	-1.2530070E+002
4.7356185E+006	6.8084180E+002	-7.8758827E+001
3.2037188E+006	1.3031539E+003	1.6565426E+003
2.1673750E+006	2.1511121E+002	4.9669183E+002
1.4662634E+006	1.1775391E+001	3.9784889E+001
9.9195556E+005	8.0940447E+000	2.6495974E+001
7.0000185E+006	1.6143744E+002	-2.7598053E+002
4.7356185E+006	5.9467407E+002	6.7378220E+001
3.2037188E+006	-5.4656281E+000	6.9313049E+002
2.1673750E+006	2.4023088E+002	5.0658145E+002
1.4662634E+006	2.9484100E+002	1.5021553E+002
7.0000185E+006	4.8384293E+001	-7.9871712E+001
4.7356185E+006	-1.3853535E+002	3.0210336E+002
3.2037188E+006	-2.9835956E+002	1.2175552E+003
2.1673750E+006	2.0448634E+002	5.5244592E+002
7.0000185E+006	2.6164316E+001	-2.5126690E+001
4.7356185E+006	-4.8272770E+001	-4.1141216E+001
3.2037188E+006	-5.2873821E+001	3.0901869E+001
2.1673750E+006	-1.8657249E+001	4.5514446E+001
1.4662634E+006	-6.8712091E+000	3.7261486E+001
7.0000185E+006	1.6757528E+001	-6.9805832E+001
4.7356185E+006	-2.3708890E+002	1.4919397E+002
3.2037188E+006	2.0571452E+002	3.8707813E+002
2.1673750E+006	1.6844032E+002	3.2807996E+002
1.4662634E+006	2.5616446E+002	1.1183797E+002
9.9195556E+005	3.0504910E+001	-3.1524897E+001
7.0000185E+006	1.2473820E+002	-2.3179754E+001
4.7356185E+006	1.5661429E+002	2.8583771E+002
7.0000185E+006	-5.8071503E+001	-8.6029816E+001
4.7356185E+006	3.7924179E+002	-5.4348015E+001
3.2037188E+006	2.9310999E+002	8.1913708E+002
2.1673750E+006	1.7731163E+002	5.0503827E+002
7.0000185E+006	6.2126556E+001	-1.5976280E+001
4.7356185E+006	-5.6723988E+001	-3.9529709E+001
3.2037188E+006	-5.5149529E+001	3.0222782E+001
2.1673750E+006	-1.9047628E+001	4.7469921E+001
1.4662634E+006	-3.9537604E+000	4.0207340E+001
7.0000185E+006	7.1284065E+001	-1.6965723E+002
4.7356185E+006	1.3164290E+002	1.8121976E+002
3.2037188E+006	-2.0128233E+002	1.3271395E+003
2.1673750E+006	2.4650739E+002	8.0745947E+002
1.4662634E+006	3.7011609E+002	1.1546371E+002
7.0000185E+006	-3.6455286E-001	-1.0503315E+002
4.7356185E+006	3.5984732E+002	1.4572632E+002
3.2037188E+006	4.3371426E+001	5.4991626E+002
2.1673750E+006	1.9939273E+002	3.3935568E+002
7.0000185E+006	4.4039474E+001	-3.8831726E+001
4.7356185E+006	-4.9556450E+001	-3.7255257E+001
3.2037188E+006	-5.5551140E+001	2.9610004E+001
2.1673750E+006	-1.8935814E+001	4.5070389E+001
1.4662634E+006	-7.9573393E+000	3.5130329E+001
7.0000185E+006	3.4239304E+002	2.1306752E+002
4.7356185E+006	2.0930696E+002	1.5847644E+000
3.2037188E+006	1.0846595E+003	4.1271371E+002
2.1673750E+006	2.1690103E+002	4.4780191E+002
7.0000185E+006	1.6162878E+001	-1.0911935E+002
4.7356185E+006	1.1101897E+002	4.0790796E+002
3.2037188E+006	4.3530374E+002	9.7707880E+002
2.1673750E+006	5.6954456E+002	3.0258063E+002
1.4662634E+006	3.7701135E+002	1.6087260E+002
7.0000185E+006	1.7483369E+002	-1.2824023E+002
4.7356185E+006	1.2887949E+002	2.6567471E+002
3.2037188E+006	1.5923598E+002	7.9758307E+002
2.1673750E+006	2.3452341E+002	6.0542004E+002
7.0000185E+006	-3.4849991E+001	-8.5027580E+001
4.7356185E+006	1.8115204E+002	1.1565252E+002
3.2037188E+006	-2.3651373E+000	8.8220190E+002
2.1673750E+006	4.6130115E+002	-3.0204266E+002
7.0000185E+006	-3.4695789E+001	-1.5993407E+002
4.7356185E+006	8.0516541E+001	-1.2779334E+002
3.2037188E+006	4.9236515E+001	6.3423578E+002
2.1673750E+006	3.9960297E+002	4.4575653E+002
1.4662634E+006	3.4556131E+002	9.3283669E+001
7.0000185E+006	-3.0216904E+000	1.4257867E+002
4.7356185E+006	3.1942331E+002	2.4827681E+002
3.2037188E+006	2.9148657E+002	3.6398807E+002
2.1673750E+006	1.7636687E+002	3.5203265E+002
1.4662634E+006	1.4347545E+002	7.6236908E+001
7.0000185E+006	-5.6918311E+000	-9.3256653E+001
4.7356185E+006	3.9727399E+002	4.7980827E+001
3.2037188E+006	-4.8069690E+002	1.0641869E+003
2.1673750E+006	1.7170175E+002	4.2737158E+002
